Strongyloidiasis.txt; 0.3
SleepParalysis.txt; 0.3
PulmonaryEmbolism.txt; 0.25
VenousUlcer.txt; 0.3
Anemia.txt; 0.3
SkinCancer.txt; 0.2
Pericarditis.txt; 0.2
ScarletFever.txt; 0.2
ToothDecay.txt; 0.25
OccupationalBurnout.txt; 0.45
DownSyndrome.txt; 0.25
Hyperglycemia.txt; 0.25
HerpesSimplex.txt; 0.2
Hepatomegaly.txt; 0.25
ZikaFever.txt; 0.25
Aphasia.txt; 0.45
Schizophrenia.txt; 0.25
DiabeticNeuropathy.txt; 0.25
AllergicRhinitis.txt; 0.15
Dermatophytosis.txt; 0.2
Appendicitis.txt; 0.25
Insomnia.txt; 0.25
Lesch-NyhanSyndrome.txt; 0.4
Nephrocalcinosis.txt; 0.25
KidneyFailure.txt; 0.15
Shingles.txt; 0.2
Allergy.txt; 0.2
Jaundice.txt; 0.3
Thalassemia.txt; 0.3
Tracheitis.txt; 0.3
AuditoryProcessingDisorder.txt; 0.3
SplenicInfarction.txt; 0.45
Overweight.txt; 0.35
Tay-SachsDisease.txt; 0.15
BlackDeath.txt; 0.35
Catarrh.txt; 0.4
Keratoconus.txt; 0.25
Meningism.txt; 0.35
Haemophilia.txt; 0.25
ChronicFatigueSyndrome.txt; 0.3
Scoliosis.txt; 0.3
Glaucoma.txt; 0.3
Diphtheria.txt; 0.25
MultipleSclerosis.txt; 0.2
Constipation.txt; 0.25
ErectileDysfunction.txt; 0.35
Kleptomania.txt; 0.35
Cirrhosis.txt; 0.25
Dermatitis.txt; 0.3
Giardiasis.txt; 0.2
AmyotrophicLateralSclerosis.txt; 0.15
Far-sightedness.txt; 0.2
Pleurisy.txt; 0.2
OtitisMedia.txt; 0.25
ADHD.txt; 0.2
PharyngitisSoreThroat.txt; 0.25
SepticShock.txt; 0.35
Roseola.txt; 0.2
Hyperhidrosis.txt; 0.35
EarPain.txt; 0.4
AlcoholicLiverDisease.txt; 0.3
Ebola.txt; 0.15
Hyperpigmentation.txt; 0.4
TesticularCancer.txt; 0.2
Rubella.txt; 0.2
Stuttering.txt; 0.25
Athlete'sFoot.txt; 0.25
Cataract.txt; 0.2
DengueFever.txt; 0.25
Guillain-BarreSyndrome.txt; 0.25
Dehydration.txt; 0.35
Rosacea.txt; 0.3
SystemicLupusErythematosus.txt; 0.25
Type1Diabetes.txt; 0.25
Polio.txt; 0.25
Tonsillitis.txt; 0.3
LactoseIntolerance.txt; 0.25
Psychosis.txt; 0.25
BirthDefects.txt; 0.2
Osteosarcoma.txt; 0.3
Chlamydia.txt; 0.15
AlzheimersDisease.txt; 0.15
Salmonella.txt; 0.2
Asthma.txt; 0.25
Gallstone.txt; 0.25
Hypertension.txt; 0.2
GastroesophagealRefluxDisease.txt; 0.25
Bronchitis.txt; 0.35
Near-sightedness.txt; 0.2
Scabies.txt; 0.2
Tetanus.txt; 0.15
UrinaryIncontinence.txt; 0.4
Sunburn.txt; 0.4
WhoopingCough.txt; 0.2
AtopicDermatitis.txt; 0.25
Measles.txt; 0.2
Cellulitis.txt; 0.2
Thrombosis.txt; 0.3
ZikaVirus.txt; 0.2
AvianInfluenza.txt; 0.3
Migraine.txt; 0.2
ProstateCancer.txt; 0.2
WhiteCoatHypertension.txt; 0.35
Obesity.txt; 0.25
LSC.txt; 0.25
Tuberculosis.txt; 0.2
KidneyCancer.txt; 0.2
RestlessLegsSyndrome.txt; 0.2
Salmonellosis.txt; 0.15
Stomatitis.txt; 0.45
Meningitis.txt; 0.25
Gastritis.txt; 0.25
Hepatitis.txt; 0.25
ChronicObstructivePulmonaryDisease.txt; 0.15
Acne.txt; 1.0
Smallpox.txt; 0.25
Hypotension.txt; 0.4
Tinnitus.txt; 0.25
Amnesia.txt; 0.3
Stroke.txt; 0.15
Toothache.txt; 0.45
KidneyDisease.txt; 0.3
Rheumatism.txt; 0.35
AspergerSyndrome.txt; 0.25
Osteoarthritis.txt; 0.25
CysticFibrosis.txt; 0.25
CoronaryArteryDisease.txt; 0.15
Hemorrhoid.txt; 0.25
ChagasDisease.txt; 0.25
BipolarDisorder.txt; 0.15
FetalAlcoholSyndrome.txt; 0.25
CerebralPalsy.txt; 0.2
OvarianCancer.txt; 0.2
ColorectalCancer.txt; 0.2
Rhinitis.txt; 0.4
Vertigo.txt; 0.3
Gonorrhea.txt; 0.25
TouretteSyndrome.txt; 0.15
BackPain.txt; 0.35
SickleCellDisease.txt; 0.2
Phenylketonuria.txt; 0.2
Trichomoniasis.txt; 0.2
HuntingtonsDisease.txt; 0.15
ParkinsonsDisease.txt; 0.15
Gastroenteritis.txt; 0.2
Syphilis.txt; 0.25
OCD.txt; 0.2
Pneumonia.txt; 0.25
HeartFailure.txt; 0.2
Autism.txt; 0.15
BoneTumor.txt; 0.3
CommonCold.txt; 0.2
Dyslexia.txt; 0.25
Atherosclerosis.txt; 0.2
Rabies.txt; 0.3
RepetitiveStrainInjury.txt; 0.25
NarcissisticPersonalityDisorder.txt; 0.15
Alcoholism.txt; 0.2
Lymphedema.txt; 0.25
YellowFever.txt; 0.15
Influenza.txt; 0.2
PepticUlcerDisease.txt; 0.2
SpeechDisorder.txt; 0.3
UlcerativeColitis.txt; 0.2
GestationalDiabetes.txt; 0.2
Labyrinthitis.txt; 0.35
MyocardialInfarction.txt; 0.2
PeripheralNeuropathy.txt; 0.4
TransientIschemicAttack.txt; 0.4
MRSA.txt; 0.15
Non-alcoholicFattyLiverDisease.txt; 0.15
GastrointestinalCancer.txt; 0.3
LungCancer.txt; 0.25
Narcolepsy.txt; 0.25
Dementia.txt; 0.15
Cancer.txt; 0.25
MERS.txt; 0.35
ChronicKidneyDisease.txt; 0.2
FoodborneIllness.txt; 0.5
Type2Diabetes.txt; 0.25
Encephalitis.txt; 0.2
PancreaticCancer.txt; 0.2
HumanPapillomavirusInfection.txt; 0.3
Hives.txt; 0.25
LiverCancer.txt; 0.25
Endocarditis.txt; 0.35
ThyroidDisease.txt; 0.4
PityriasisRosea.txt; 0.25
Leukemia.txt; 0.25
Malaria.txt; 0.25
Water-relatedDiseases.txt; 0.45
IronDeficiency.txt; 0.35
KidneyStoneDisease.txt; 0.25
Arthritis.txt; 0.3
Meningoencephalitis.txt; 0.25
