# FileName; Centroid; currentDistance; finalDistance; NewNodesAdded; NewRelationsAdded 
OvarianCancer.txt; mutation; NaN; NaN; 877; 13345
LymeDisease.txt; mutation; 0.0; 0.0; 824; 25265
AvianInfluenza.txt; mutation; 0.0; 0.0; 523; 12854
Hepatitis.txt; mutation; 0.0; 0.0; 370; 18840
AmyotrophicLateralSclerosis.txt; mutation; 0.0; 0.0; 350; 14508
MajorDepressiveDisorder.txt; mutation; 0.0; 0.0; 367; 15268
Cancer.txt; mutation; 0.0; 0.0; 609; 9784
Dementia.txt; mutation; 0.0; 0.0; 269; 7782
HIVAIDS.txt; mutation; 0.0; 0.0; 287; 14946
Stroke.txt; mutation; 0.0; 0.0; 241; 10611
CerebralPalsy.txt; mutation; 0.0; 0.0; 334; 14010
ParkinsonsDisease.txt; mutation; 0.0; 0.0; 448; 11277
BreastCancer.txt; breast; 5.746; 9.323; 182; 7904
Smallpox.txt; breast; 0.0; 0.0; 507; 10985
Influenza.txt; breast; 0.0; 0.0; 144; 9082
Malaria.txt; breast; 0.0; 0.0; 247; 12121
Acne.txt; breast; 0.0; 0.0; 197; 13021
ToothDecay.txt; breast; 0.0; 0.0; 214; 8716
Ebola.txt; breast; 0.0; 0.0; 181; 11532
BipolarDisorder.txt; breast; 0.0; 0.0; 210; 10042
HuntingtonsDisease.txt; breast; 0.0; 0.0; 174; 11345
AlzheimersDisease.txt; breast; 0.0; 0.0; 142; 8864
ProstateCancer.txt; breast; 0.0; 0.0; 126; 5904
Alcoholism.txt; breast; 0.0; 0.0; 161; 8471
FetalAlcoholSyndrome.txt; breast; 0.0; 0.0; 131; 8014
Toothache.txt; breast; 0.0; 0.0; 217; 8251
Obesity.txt; breast; 0.0; 0.0; 148; 8264
SystemicLupusErythematosus.txt; breast; 0.0; 0.0; 148; 5225
TBI.txt; breast; 0.0; 0.0; 103; 10856
Psychosis.txt; breast; 0.0; 0.0; 140; 6658
PancreaticCancer.txt; breast; 0.0; 0.0; 92; 4732
HeartFailure.txt; breast; 0.0; 0.0; 104; 6877
Autism.txt; breast; 0.0; 0.0; 126; 9754
Epilepsy.txt; breast; 0.0; 0.0; 105; 6446
Stuttering.txt; breast; 0.0; 0.0; 160; 5639
KidneyStoneDisease.txt; breast; 0.0; 0.0; 145; 6943
CysticFibrosis.txt; breast; 0.0; 0.0; 125; 6863
Pneumonia.txt; breast; 0.0; 0.0; 100; 7725
ChronicObstructivePulmonaryDisease.txt; breast; 0.0; 0.0; 92; 8344
Schizophrenia.txt; breast; 0.0; 0.0; 71; 6028
HumanPapillomavirusInfection.txt; breast; 0.0; 0.0; 112; 4643
Sepsis.txt; breast; 0.0; 0.0; 94; 7418
ADHD.txt; breast; 0.0; 0.0; 70; 6871
OCD.txt; breast; 0.0; 0.0; 137; 5476
MyocardialInfarction.txt; breast; 0.0; 0.0; 77; 7730
BirthDefects.txt; breast; 0.0; 0.0; 119; 5679
ColorectalCancer.txt; breast; 0.0; 0.0; 69; 3694
MultipleSclerosis.txt; breast; 0.0; 0.0; 92; 7626
LungCancer.txt; breast; 0.0; 0.0; 92; 5183
MRSA.txt; breast; 0.0; 0.0; 146; 6568
Allergy.txt; breast; 0.0; 0.0; 112; 5869
Insomnia.txt; breast; 0.0; 0.0; 69; 4369
Osteoporosis.txt; breast; 0.0; 0.0; 105; 5606
Hypertension.txt; breast; 0.0; 0.0; 62; 5532
ChronicFatigueSyndrome.txt; breast; 0.0; 0.0; 59; 4940
Polio.txt; breast; 0.0; 0.0; 74; 6282
Tuberculosis.txt; breast; 0.0; 0.0; 115; 6373
Meningitis.txt; breast; 0.0; 0.0; 70; 5129
Asthma.txt; breast; 0.0; 0.0; 70; 6561
TouretteSyndrome.txt; breast; 0.0; 0.0; 89; 7330
Glaucoma.txt; breast; 0.0; 0.0; 125; 4133
BrainTumor.txt; breast; 0.0; 0.0; 69; 3196
Diabetes.txt; breast; 0.0; 0.0; 61; 3952
AspergerSyndrome.txt; breast; 0.0; 0.0; 82; 5755
Aphasia.txt; breast; 0.0; 0.0; 66; 3543
UlcerativeColitis.txt; breast; 0.0; 0.0; 71; 3887
DownSyndrome.txt; breast; 0.0; 0.0; 69; 5322
Atherosclerosis.txt; breast; 0.0; 0.0; 69; 3097
YellowFever.txt; breast; 0.0; 0.0; 120; 4735
DengueFever.txt; breast; 0.0; 0.0; 61; 6532
SickleCellDisease.txt; breast; 0.0; 0.0; 190; 4807
HeartDisease.txt; breast; 0.0; 0.0; 53; 4055
Non-alcoholicFattyLiverDisease.txt; breast; 0.0; 0.0; 51; 3533
Migraine.txt; breast; 0.0; 0.0; 57; 4336
ZikaFever.txt; breast; 0.0; 0.0; 81; 6016
AnxietyDisorder.txt; breast; 0.0; 0.0; 34; 2677
GestationalDiabetes.txt; breast; 0.0; 0.0; 30; 2625
BlackDeath.txt; breast; 0.0; 0.0; 171; 6047
Leukemia.txt; breast; 0.0; 0.0; 49; 1993
FoodborneIllness.txt; breast; 0.0; 0.0; 125; 5069
Narcolepsy.txt; breast; 0.0; 0.0; 61; 2610
Osteoarthritis.txt; breast; 0.0; 0.0; 55; 4005
PeripheralNeuropathy.txt; breast; 0.0; 0.0; 57; 3191
SleepDisorder.txt; breast; 0.0; 0.0; 30; 2390
Lymphedema.txt; breast; 0.0; 0.0; 62; 2323
STD.txt; breast; 0.0; 0.0; 60; 2642
AuditoryProcessingDisorder.txt; breast; 0.0; 0.0; 58; 3680
Cirrhosis.txt; breast; 0.0; 0.0; 52; 3250
Anemia.txt; breast; 0.0; 0.0; 52; 2451
Diarrhea.txt; breast; 0.0; 0.0; 45; 3380
HerpesSimplex.txt; breast; 0.0; 0.0; 56; 2912
Rabies.txt; breast; 0.0; 0.0; 73; 3487
ThyroidDisease.txt; breast; 0.0; 0.0; 39; 2082
PulmonaryEmbolism.txt; breast; 0.0; 0.0; 41; 3091
Appendicitis.txt; breast; 0.0; 0.0; 44; 2562
PeriodontalDisease.txt; breast; 0.0; 0.0; 50; 2164
Shingles.txt; breast; 0.0; 0.0; 49; 2834
Measles.txt; breast; 0.0; 0.0; 64; 4192
Type1Diabetes.txt; breast; 0.0; 0.0; 34; 2350
Hypoglycemia.txt; breast; 0.0; 0.0; 38; 2652
Near-sightedness.txt; breast; 0.0; 0.0; 59; 3318
Keratoconus.txt; breast; 0.0; 0.0; 71; 3924
PepticUlcerDisease.txt; breast; 0.0; 0.0; 48; 2934
Syphilis.txt; breast; 0.0; 0.0; 67; 3943
ScarletFever.txt; breast; 0.0; 0.0; 62; 2149
Guillain–BarreSyndrome.txt; breast; 0.0; 0.0; 40; 3306
LactoseIntolerance.txt; breast; 0.0; 0.0; 43; 3289
Haemophilia.txt; breast; 0.0; 0.0; 54; 2069
Scoliosis.txt; breast; 0.0; 0.0; 40; 2491
Tay–SachsDisease.txt; breast; 0.0; 0.0; 51; 2058
SleepParalysis.txt; breast; 0.0; 0.0; 62; 3228
ChronicKidneyDisease.txt; breast; 0.0; 0.0; 56; 2629
HairLoss.txt; breast; 0.0; 0.0; 116; 1519
StomachCancer.txt; breast; 0.0; 0.0; 45; 2688
TesticularCancer.txt; type; 6.837; 7.175; 32; 1910
Dyslexia.txt; type; 0.0; 0.0; 44; 3026
Sinusitis.txt; type; 0.0; 0.0; 38; 1920
Cataract.txt; type; 0.0; 0.0; 46; 2605
ChagasDisease.txt; type; 0.0; 0.0; 67; 3067
NarcissisticPersonalityDisorder.txt; type; 0.0; 0.0; 83; 2948
Phenylketonuria.txt; type; 0.0; 0.0; 67; 2566
Type2Diabetes.txt; type; 0.0; 0.0; 8; 1813
RestlessLegsSyndrome.txt; type; 0.0; 0.0; 52; 2298
Hives.txt; type; 0.0; 0.0; 37; 1359
CoronaryArteryDisease.txt; type; 0.0; 0.0; 24; 2013
Amnesia.txt; type; 0.0; 0.0; 41; 1452
Gastroenteritis.txt; type; 0.0; 0.0; 26; 3031
Salmonella.txt; type; 0.0; 0.0; 65; 2513
Lesch–NyhanSyndrome.txt; type; 0.0; 0.0; 49; 1457
MERS.txt; type; 0.0; 0.0; 49; 4724
TransientIschemicAttack.txt; type; 0.0; 0.0; 18; 2139
BackPain.txt; type; 0.0; 0.0; 25; 1548
Tinnitus.txt; type; 0.0; 0.0; 36; 2748
EarPain.txt; type; 0.0; 0.0; 37; 2279
OtitisMedia.txt; type; 0.0; 0.0; 22; 1933
Chickenpox.txt; type; 0.0; 0.0; 14; 1838
SkinCancer.txt; type; 0.0; 0.0; 36; 1712
Arthritis.txt; type; 0.0; 0.0; 13; 1347
Constipation.txt; type; 0.0; 0.0; 23; 1697
UrinaryIncontinence.txt; type; 0.0; 0.0; 27; 1406
Scabies.txt; type; 0.0; 0.0; 44; 2713
Sunburn.txt; type; 0.0; 0.0; 26; 1646
Dermatitis.txt; type; 0.0; 0.0; 27; 1567
Thrombosis.txt; type; 0.0; 0.0; 30; 2598
Jaundice.txt; type; 0.0; 0.0; 29; 1462
ZikaVirus.txt; type; 0.0; 0.0; 27; 2718
GastroesophagealRefluxDisease.txt; type; 0.0; 0.0; 30; 2236
DiabeticNeuropathy.txt; type; 0.0; 0.0; 15; 1375
Kleptomania.txt; type; 0.0; 0.0; 35; 1454
LiverCancer.txt; type; 0.0; 0.0; 25; 1356
Diphtheria.txt; type; 0.0; 0.0; 56; 1576
CommonCold.txt; type; 0.0; 0.0; 21; 2113
Gonorrhea.txt; type; 0.0; 0.0; 35; 1501
Hypercholesterolemia.txt; type; 0.0; 0.0; 20; 1593
Tetanus.txt; type; 0.0; 0.0; 27; 1690
Thalassemia.txt; type; 0.0; 0.0; 32; 1045
Hemorrhoid.txt; type; 0.0; 0.0; 40; 2429
Vertigo.txt; type; 0.0; 0.0; 30; 1903
WhoopingCough.txt; type; 0.0; 0.0; 26; 1432
Athlete'sFoot.txt; type; 0.0; 0.0; 29; 1899
ErectileDysfunction.txt; type; 0.0; 0.0; 46; 1803
Pancreatitis.txt; type; 0.0; 0.0; 16; 1088
Rubella.txt; type; 0.0; 0.0; 16; 1050
Pleurisy.txt; type; 0.0; 0.0; 11; 878
AllergicRhinitis.txt; type; 0.0; 0.0; 38; 1430
Osteosarcoma.txt; type; 0.0; 0.0; 25; 1021
SepticShock.txt; type; 0.0; 0.0; 18; 753
IronDeficiency.txt; type; 0.0; 0.0; 36; 1520
KlinefelterSyndrome.txt; type; 0.0; 0.0; 26; 1277
Hyperhidrosis.txt; type; 0.0; 0.0; 26; 1220
Wart.txt; type; 0.0; 0.0; 34; 1146
Water-relatedDiseases.txt; type; 0.0; 0.0; 30; 2172
Gallstone.txt; type; 0.0; 0.0; 20; 1240
KidneyFailure.txt; type; 0.0; 0.0; 11; 1255
Strongyloidiasis.txt; type; 0.0; 0.0; 27; 1284
